iter	Passed	Remaining
132	2132	13903
133	2149	13889
134	2166	13883
135	2183	13869
136	2200	13861
137	2216	13843
138	2234	13841
139	2251	13827
140	2267	13813
141	2284	13800
142	2300	13785
143	2315	13762
144	2332	13751
145	2348	13736
146	2364	13720
147	2380	13702
148	2395	13683
149	2411	13663
150	2428	13654
151	2444	13637
152	2460	13619
153	2476	13603
154	2493	13594
155	2510	13580
156	2526	13563
157	2541	13543
158	2557	13527
159	2573	13510
160	2589	13493
161	2607	13486
162	2624	13474
163	2640	13457
164	2655	13440
165	2672	13426
166	2687	13404
167	2705	13397
168	2721	13382
169	2739	13375
170	2758	13371
171	2774	13358
172	2790	13338
173	2805	13318
174	2821	13302
175	2838	13287
176	2855	13276
177	2871	13262
178	2888	13249
179	2905	13235
180	2920	13216
181	2935	13193
182	2951	13174
183	2967	13159
184	2983	13141
185	2998	13123
186	3014	13104
187	3030	13087
188	3046	13073
189	3062	13057
190	3078	13038
191	3093	13019
192	3109	13003
193	3125	12983
194	3143	12975
195	3158	12958
196	3175	12942
197	3190	12921
198	3204	12899
199	3221	12884
200	3236	12867
201	3252	12850
202	3268	12833
203	3283	12812
204	3302	12808
205	3318	12789
206	3332	12767
207	3349	12751
208	3364	12734
209	3379	12713
210	3394	12694
211	3410	12677
212	3426	12658
213	3441	12640
214	3455	12618
215	3470	12597
216	3486	12580
217	3502	12564
218	3516	12542
219	3532	12525
220	3548	12507
221	3565	12496
222	3581	12479
223	3596	12459
224	3611	12439
225	3626	12421
226	3641	12400
227	3657	12382
228	3673	12368
229	3688	12350
230	3704	12331
231	3719	12313
232	3734	12294
233	3751	12280
234	3767	12265
235	3783	12247
236	3800	12234
237	3816	12220
238	3834	12208
239	3850	12192
240	3866	12175
241	3881	12156
242	3895	12136
243	3912	12122
244	3928	12106
245	3943	12088
246	3959	12071
247	3976	12057
248	3991	12039
249	4007	12021
250	4022	12004
251	4038	11987
252	4054	11972
253	4069	11952
254	4086	11940
255	4103	11924
256	4118	11905
257	4133	11888
258	4149	11870
259	4165	11855
260	4181	11838
261	4197	11822
262	4213	11806
263	4230	11794
264	4245	11775
265	4260	11756
266	4275	11736
267	4291	11721
268	4306	11703
269	4323	11688
270	4339	11672
271	4356	11659
272	4370	11639
273	4386	11623
274	4403	11609
275	4419	11593
276	4434	11575
277	4449	11557
278	4467	11544
279	4483	11530
280	4499	11513
281	4515	11496
282	4531	11479
283	4546	11462
284	4561	11443
285	4576	11425
286	4593	11411
287	4609	11395
288	4625	11379
289	4641	11363
290	4656	11345
291	4672	11329
292	4688	11313
293	4702	11293
294	4720	11280
295	4736	11265
296	4752	11249
297	4768	11233
298	4782	11213
299	4797	11194
300	4813	11178
301	4828	11160
302	4843	11142
303	4859	11126
304	4875	11110
305	4892	11095
306	4907	11078
307	4923	11061
308	4938	11043
309	4953	11026
310	4969	11009
311	4986	10995
312	5001	10978
313	5017	10961
314	5033	10945
315	5048	10926
316	5063	10910
317	5079	10893
318	5095	10878
319	5110	10860
320	5125	10842
321	5141	10825
322	5157	10810
323	5173	10793
324	5189	10778
325	5204	10759
326	5219	10742
327	5234	10725
328	5251	10710
329	5267	10695
330	5284	10680
331	5299	10663
332	5315	10647
333	5330	10628
334	5346	10612
335	5362	10596
336	5377	10579
337	5393	10563
338	5410	10550
339	5426	10533
340	5442	10517
341	5458	10502
342	5473	10484
343	5489	10467
344	5504	10449
345	5521	10436
346	5537	10421
347	5552	10403
348	5567	10385
349	5583	10369
350	5599	10352
351	5614	10336
352	5630	10320
353	5646	10303
354	5661	10285
355	5676	10269
356	5692	10252
357	5707	10234
358	5723	10218
359	5740	10205
360	5756	10189
361	5770	10170
362	5786	10154
363	5802	10138
364	5817	10120
365	5832	10102
366	5847	10085
367	5863	10069
368	5878	10052
369	5893	10035
370	5910	10020
371	5925	10003
372	5942	9988
373	5957	9971
374	5972	9954
375	5989	9939
376	6003	9921
377	6019	9905
378	6034	9888
379	6051	9873
380	6067	9857
381	6082	9840
382	6097	9822
383	6113	9806
384	6130	9792
385	6146	9777
386	6161	9760
387	6176	9742
388	6192	9726
389	6208	9710
390	6224	9695
391	6238	9676
392	6253	9659
393	6269	9643
394	6285	9626
395	6300	9609
396	6317	9595
397	6332	9578
398	6348	9562
399	6363	9545
400	6378	9528
401	6395	9513
402	6410	9495
403	6425	9479
404	6451	9478
405	6469	9465
406	6486	9450
407	6501	9433
408	6519	9420
409	6535	9404
410	6550	9387
411	6565	9370
412	6582	9356
413	6597	9338
414	6612	9321
415	6627	9303
416	6641	9285
417	6655	9267
418	6672	9251
419	6688	9235
420	6703	9218
421	6718	9202
422	6734	9185
423	6748	9168
424	6762	9149
425	6777	9131
426	6791	9113
427	6805	9095
428	6821	9079
429	6838	9064
430	6853	9048
431	6868	9030
432	6883	9013
433	6897	8995
434	6912	8978
435	6927	8960
436	6941	8943
437	6957	8927
438	6972	8910
439	6987	8893
440	7003	8877
441	7017	8859
442	7032	8841
443	7046	8823
444	7061	8806
445	7077	8790
446	7090	8771
447	7105	8755
448	7120	8737
449	7137	8723
450	7152	8707
451	7168	8691
452	7183	8674
453	7199	8658
454	7214	8641
455	7228	8623
456	7245	8608
457	7262	8593
458	7277	8577
459	7292	8560
460	7308	8544
461	7323	8527
462	7336	8509
463	7352	8493
464	7367	8476
465	7385	8463
466	7401	8447
467	7416	8430
468	7432	8414
469	7448	8399
470	7463	8382
471	7477	8365
472	7491	8346
473	7507	8330
474	7522	8313
475	7537	8298
476	7552	8280
477	7567	8264
478	7582	8246
479	7597	8230
480	7612	8213
481	7627	8197
482	7645	8183
483	7661	8167
484	7676	8151
485	7691	8134
486	7705	8116
487	7720	8100
488	7735	8083
489	7750	8067
490	7765	8050
491	7781	8034
492	7798	8019
493	7816	8006
494	7832	7990
495	7849	7975
496	7864	7959
497	7879	7942
498	7893	7925
499	7908	7908
500	7924	7893
501	7938	7875
502	7954	7859
503	7968	7842
504	7982	7824
505	7998	7809
506	8012	7791
507	8029	7776
508	8045	7760
509	8061	7745
510	8076	7728
511	8091	7712
512	8107	7696
513	8123	7680
514	8139	7665
515	8154	7648
516	8170	7633
517	8184	7615
518	8199	7598
519	8214	7582
520	8230	7566
521	8243	7548
522	8259	7532
523	8274	7516
524	8288	7499
525	8303	7482
526	8317	7465
527	8332	7448
528	8346	7431
529	8361	7414
530	8378	7400
531	8392	7382
532	8406	7365
533	8420	7348
534	8437	7333
535	8453	7318
536	8467	7300
537	8481	7283
538	8497	7267
539	8513	7252
540	8529	7236
541	8543	7219
542	8557	7202
543	8573	7186
544	8591	7172
545	8606	7156
546	8619	7138
547	8634	7121
548	8648	7104
549	8661	7086
550	8675	7069
551	8689	7052
552	8706	7037
553	8720	7020
554	8735	7004
555	8750	6987
556	8766	6972
557	8780	6955
558	8796	6939
559	8809	6922
560	8825	6906
561	8841	6890
562	8855	6873
563	8870	6857
564	8884	6840
565	8898	6822
566	8912	6805
567	8926	6788
568	8939	6771
569	8955	6755
570	8969	6739
571	8984	6722
572	9000	6706
573	9015	6690
574	9030	6674
575	9045	6658
576	9060	6642
577	9074	6625
578	9091	6610
579	9107	6595
580	9125	6581
581	9139	6564
582	9153	6547
583	9167	6529
584	9181	6513
585	9196	6497
586	9210	6480
587	9225	6464
588	9242	6449
589	9258	6434
590	9274	6418
591	9288	6401
592	9304	6386
593	9319	6369
594	9333	6352
595	9348	6337
596	9363	6320
597	9379	6305
598	9393	6288
599	9407	6271
600	9421	6255
601	9436	6239
602	9452	6223
603	9467	6206
604	9480	6190
605	9497	6174
606	9511	6158
607	9526	6142
608	9540	6125
609	9554	6108
610	9569	6092
611	9584	6076
612	9599	6060
613	9613	6043
614	9629	6027
615	9646	6013
616	9660	5996
617	9675	5980
618	9690	5964
619	9704	5948
620	9718	5931
621	9732	5914
622	9748	5899
623	9762	5882
624	9776	5865
625	9791	5849
626	9805	5833
627	9821	5817
628	9835	5801
629	9850	5785
630	9864	5768
631	9878	5751
632	9892	5735
633	9909	5720
634	9922	5703
635	9939	5688
636	9954	5672
637	9967	5655
638	9981	5639
639	9995	5622
640	10009	5605
641	10025	5590
642	10040	5574
643	10054	5558
644	10069	5541
645	10083	5525
646	10099	5510
647	10115	5494
648	10129	5478
649	10142	5461
650	10162	5447
651	10175	5431
652	10192	5416
653	10207	5400
654	10221	5383
655	10235	5367
656	10249	5350
657	10263	5334
658	10278	5318
659	10292	5302
660	10307	5286
661	10321	5269
662	10335	5253
663	10350	5237
664	10365	5221
665	10379	5205
666	10392	5188
667	10407	5172
668	10422	5156
669	10439	5141
670	10455	5126
671	10469	5110
672	10484	5094
673	10499	5078
674	10516	5063
675	10533	5048
676	10547	5032
677	10563	5016
678	10579	5001
679	10593	4985
680	10606	4968
681	10621	4952
682	10636	4936
683	10651	4920
684	10667	4905
685	10681	4889
686	10696	4873
687	10713	4858
688	10727	4842
689	10743	4826
690	10757	4810
691	10771	4794
692	10786	4778
693	10802	4763
694	10817	4747
695	10831	4731
696	10848	4715
697	10863	4700
698	10879	4685
699	10893	4668
700	10908	4652
701	10923	4637
702	10939	4621
703	10955	4606
704	10969	4589
705	10983	4574
706	10998	4558
707	11012	4541
708	11026	4525
709	11042	4510
710	11056	4494
711	11071	4478
712	11088	4463
713	11103	4447
714	11120	4432
715	11135	4416
716	11149	4400
717	11164	4384
718	11181	4369
719	11198	4355
720	11213	4339
721	11227	4322
722	11245	4308
723	11260	4292
724	11275	4276
725	11291	4261
726	11306	4245
727	11322	4230
728	11337	4214
729	11351	4198
730	11368	4183
731	11382	4167
732	11396	4151
733	11410	4135
734	11424	4119
735	11438	4102
736	11452	4086
737	11467	4071
738	11484	4055
739	11500	4040
740	11515	4024
741	11529	4008
742	11544	3993
743	11558	3977
744	11572	3961
745	11587	3945
746	11602	3929
747	11617	3914
748	11632	3898
749	11646	3882
750	11660	3866
751	11674	3850
752	11688	3834
753	11703	3818
754	11717	3802
755	11733	3787
756	11747	3771
757	11761	3755
758	11781	3740
759	11795	3725
760	11810	3709
761	11825	3693
762	11839	3677
763	11854	3661
764	11869	3646
765	11884	3630
766	11900	3615
767	11915	3599
768	11929	3583
769	11943	3567
770	11957	3551
771	11974	3536
772	11991	3521
773	12005	3505
774	12019	3489
775	12034	3473
776	12048	3457
777	12062	3441
778	12076	3426
779	12090	3410
780	12105	3394
781	12119	3378
782	12136	3363
783	12150	3347
784	12164	3331
785	12180	3316
786	12193	3300
787	12208	3284
788	12222	3268
789	12237	3253
790	12251	3237
791	12266	3221
792	12280	3205
793	12296	3190
794	12312	3174
795	12326	3158
796	12341	3143
797	12355	3127
798	12370	3111
799	12384	3096
800	12399	3080
801	12414	3064
802	12429	3049
803	12443	3033
804	12459	3018
805	12473	3002
806	12487	2986
807	12502	2970
808	12517	2955
809	12531	2939
810	12546	2923
811	12561	2908
812	12576	2892
813	12590	2876
814	12605	2861
815	12620	2845
816	12633	2829
817	12647	2814
818	12663	2798
819	12677	2782
820	12691	2766
821	12706	2751
822	12719	2735
823	12734	2719
824	12748	2704
825	12763	2688
826	12777	2673
827	12793	2657
828	12807	2641
829	12821	2626
830	12838	2611
831	12853	2595
832	12867	2579
833	12881	2564
834	12895	2548
835	12910	2532
836	12925	2517
837	12941	2501
838	12954	2485
839	12970	2470
840	12985	2455
841	12999	2439
842	13013	2423
843	13028	2408
844	13042	2392
845	13056	2376
846	13070	2361
847	13084	2345
848	13099	2329
849	13113	2314
850	13127	2298
851	13140	2282
852	13156	2267
853	13171	2251
854	13186	2236
855	13201	2220
856	13215	2205
857	13230	2189
858	13244	2173
859	13258	2158
860	13272	2142
861	13286	2127
862	13301	2111
863	13318	2096
864	13332	2080
865	13347	2065
866	13362	2049
867	13376	2034
868	13390	2018
869	13404	2003
870	13419	1987
871	13433	1971
872	13450	1956
873	13465	1941
874	13480	1925
875	13496	1910
876	13510	1894
877	13524	1879
878	13539	1863
879	13553	1848
880	13568	1832
881	13583	1817
882	13601	1802
883	13614	1786
884	13630	1771
885	13644	1755
886	13658	1739
887	13672	1724
888	13686	1708
889	13701	1693
890	13717	1678
891	13731	1662
892	13746	1647
893	13761	1631
894	13778	1616
895	13794	1601
896	13808	1585
897	13835	1571
898	13852	1556
899	13867	1540
900	13881	1525
901	13897	1509
902	13912	1494
903	13927	1478
904	13941	1463
905	13957	1448
906	13971	1432
907	13987	1417
908	14000	1401
909	14013	1385
910	14028	1370
911	14041	1354
912	14055	1339
913	14069	1323
914	14085	1308
915	14099	1292
916	14115	1277
917	14131	1262
918	14145	1246
919	14162	1231
920	14176	1215
921	14190	1200
922	14204	1184
923	14218	1169
924	14232	1153
925	14246	1138
926	14261	1123
927	14274	1107
928	14289	1092
929	14303	1076
930	14317	1061
931	14331	1045
932	14345	1030
933	14360	1014
934	14377	999
935	14393	984
936	14408	968
937	14424	953
938	14439	938
939	14453	922
940	14469	907
941	14483	891
942	14499	876
943	14514	861
944	14529	845
945	14544	830
946	14559	814
947	14573	799
948	14587	783
949	14601	768
950	14616	753
951	14629	737
952	14644	722
953	14660	706
954	14674	691
955	14690	676
956	14704	660
957	14718	645
958	14733	629
959	14747	614
960	14761	599
961	14777	583
962	14792	568
963	14806	552
964	14821	537
965	14835	522
966	14849	506
967	14863	491
968	14877	475
969	14892	460
970	14906	445
971	14921	429
972	14935	414
973	14950	399
974	14965	383
975	14979	368
976	14993	352
977	15007	337
978	15021	322
979	15035	306
980	15050	291
981	15064	276
982	15078	260
983	15093	245
984	15107	230
985	15121	214
986	15136	199
987	15150	184
988	15165	168
989	15179	153
990	15193	137
991	15208	122
