iter	MultiClass
0	1.034347768
1	0.9763632015
2	0.9226420656
3	0.8743922954
4	0.8289391654
5	0.7871867589
6	0.7484864994
7	0.7120526372
8	0.6785771895
9	0.6473057805
10	0.6176620016
11	0.5900915885
12	0.5659845703
13	0.5390568947
14	0.5150491753
15	0.4933893632
16	0.4728437151
17	0.4545894545
18	0.4377665617
19	0.4204589299
20	0.404006958
21	0.3887091267
22	0.375896921
23	0.3615242316
24	0.3484331248
25	0.3375357025
26	0.3267861191
27	0.3152902175
28	0.304655114
29	0.2944799735
30	0.2853590907
31	0.27557556
32	0.2668648155
33	0.2593014581
34	0.252474201
35	0.244251913
36	0.2369859657
37	0.2305496372
38	0.2230986381
39	0.2173219992
40	0.2112883743
41	0.2055508555
42	0.2003267055
43	0.1952178916
44	0.1888463935
45	0.183177948
46	0.1792165211
47	0.1746045521
48	0.1694624181
49	0.1649878171
50	0.1603552663
51	0.1560216631
52	0.1522481393
53	0.1481619854
54	0.1442954881
55	0.1404500494
56	0.1370418899
57	0.1343744239
58	0.1310466455
59	0.1278302426
60	0.1246159028
61	0.1216223191
62	0.1189178155
63	0.116688923
64	0.1143684193
65	0.1121608773
66	0.1100867622
67	0.1082568461
68	0.1058260081
69	0.1036424248
70	0.1016386188
71	0.09945575558
72	0.09724293923
73	0.09542541115
74	0.09340358267
75	0.09159946442
76	0.08982093967
77	0.0879453153
78	0.0863942808
79	0.08475291972
80	0.08324903371
81	0.08168051194
82	0.08024291116
83	0.07890078
84	0.07755311168
85	0.07636666784
86	0.07500665042
87	0.07360423341
88	0.07253443465
89	0.07137263551
90	0.07040248598
91	0.06915111444
92	0.06795056985
93	0.06695520635
94	0.06613474963
95	0.06515432377
96	0.06402371854
97	0.06293742997
98	0.06204048468
99	0.0611228359
100	0.0601247622
101	0.05919900232
102	0.05828871046
103	0.05743598451
104	0.05656790247
105	0.05573564646
106	0.05490571139
107	0.05422022878
108	0.0534597465
109	0.05265913204
110	0.05207951701
111	0.05133595759
112	0.05072346026
113	0.05011338604
114	0.04950428496
115	0.04905021434
116	0.04843162031
117	0.04779663864
118	0.04716479048
119	0.04679110585
120	0.04624074333
121	0.04575952219
122	0.04522851049
123	0.04464147529
124	0.04408863613
125	0.04361020302
126	0.04324401155
127	0.0427616567
128	0.04227072365
129	0.04188363406
130	0.04138618099
131	0.04090930978
132	0.04039633761
133	0.03995440931
134	0.03962645239
135	0.03924867572
136	0.03892325139
137	0.03849374518
138	0.03812969217
139	0.03780739161
140	0.03748223246
141	0.03721591891
142	0.03690821541
143	0.03654066641
144	0.03615654488
145	0.03578648762
146	0.03544652949
147	0.03509684971
148	0.03480964291
149	0.03448141838
150	0.03421531891
151	0.0339200521
152	0.03366681994
153	0.03332493257
154	0.03302316033
155	0.03277238534
156	0.03256323873
157	0.03226565828
158	0.03197595781
159	0.03167923373
160	0.03143937247
161	0.03121519575
162	0.03093221723
163	0.03067149921
164	0.03043706076
165	0.03023025698
166	0.02993871728
167	0.02976802417
168	0.02961167267
169	0.02943187587
170	0.02918658451
171	0.02895718935
172	0.02877975483
173	0.0285627404
174	0.0283158458
175	0.02811807759
176	0.02788467796
177	0.02764499917
178	0.02742444252
179	0.02727486649
180	0.02705689352
181	0.02685183165
182	0.02664475782
183	0.02644245479
184	0.02623514497
185	0.02604798881
186	0.02589831547
187	0.02577049392
188	0.02559077496
189	0.02541033589
190	0.02526261612
191	0.02507122682
192	0.02489887452
193	0.02474555191
194	0.02457427735
195	0.02438883392
196	0.02422379474
197	0.02408920502
198	0.02391040082
199	0.02374139611
200	0.02356847938
201	0.02340127497
202	0.02322142221
203	0.02307164426
204	0.02292476382
205	0.0227780707
206	0.02260699078
207	0.02247797956
208	0.02232101985
209	0.02217608569
210	0.0220458021
211	0.0218987173
212	0.0217601961
213	0.02162046822
214	0.02147762143
215	0.02132569041
216	0.02121130788
217	0.02108866828
218	0.02094122342
219	0.02080905924
220	0.0206744087
221	0.020551628
222	0.02042682317
223	0.02029822919
224	0.02016721696
225	0.02005294634
226	0.01992972408
227	0.01981299142
228	0.01968839947
229	0.01957372257
230	0.01946231175
231	0.01935907164
232	0.01924692611
233	0.01914141738
234	0.01903957737
235	0.01892789286
236	0.01881534713
237	0.01872962348
238	0.01863606244
239	0.01853653363
240	0.01846788003
241	0.01836168766
242	0.01827760132
243	0.01819446136
244	0.01809762692
245	0.01800093359
246	0.01790807442
247	0.01781758605
248	0.01774540726
249	0.01765135113
250	0.01756317032
251	0.01746948884
252	0.0173824247
253	0.01729280121
254	0.0172070946
255	0.01712218596
256	0.01703817017
257	0.01695105859
258	0.01686357357
259	0.01678299052
260	0.01669847235
261	0.01661696118
262	0.01653336992
263	0.01646007567
264	0.01638246069
265	0.01630278753
266	0.01620277337
267	0.01614494348
268	0.0160667726
269	0.01599095792
270	0.01591214477
271	0.01583681058
272	0.01576335819
273	0.01570283029
274	0.01563205768
275	0.01556719444
276	0.01549506431
277	0.01542616864
278	0.01536472963
279	0.01529691414
280	0.01522707088
281	0.01517673171
282	0.01511055596
283	0.0150573132
284	0.01498746994
285	0.01492176737
286	0.01486171752
287	0.01480652118
288	0.01474148643
289	0.01467488128
290	0.0146110143
291	0.01454749521
292	0.01448298352
293	0.01441837087
294	0.01435683698
295	0.01429811302
296	0.01423680296
297	0.0141861828
298	0.01412423046
299	0.01405433003
300	0.01398886588
301	0.01393054091
302	0.01386349663
303	0.01381551733
304	0.01376487041
305	0.01372018639
306	0.01366223121
307	0.01360513118
308	0.01353990788
309	0.01348983755
310	0.01343496722
311	0.0133925871
312	0.01333946355
313	0.01328619159
314	0.0132357466
315	0.01318243815
316	0.0131363151
317	0.01309677046
318	0.0130395865
319	0.01299652761
320	0.0129370142
321	0.01288789997
322	0.01283362204
323	0.01278486787
324	0.01273880321
325	0.01269225928
326	0.01264462179
327	0.0125953397
328	0.01254828365
329	0.01249990901
330	0.01245530163
331	0.01241299936
332	0.01236851118
333	0.01231124206
334	0.01227106975
335	0.01222548193
336	0.01217756466
337	0.01213310689
338	0.01208498283
339	0.01204317687
340	0.01199943922
341	0.0119635256
342	0.01192124766
343	0.01187852937
344	0.01183677328
345	0.0117925223
346	0.01174801223
347	0.01171340748
348	0.01167374484
349	0.01163951475
350	0.01160355733
351	0.01156218198
352	0.01152195614
353	0.01148117075
354	0.01143568146
355	0.01140079936
356	0.01136237018
357	0.01131760344
358	0.01128025931
359	0.01124400022
360	0.01121089653
361	0.01117191266
362	0.01113248115
363	0.0110943585
364	0.01105940099
365	0.01103035649
366	0.01099299046
367	0.01096099493
368	0.01092212176
369	0.01088635046
370	0.01084950749
371	0.01080975606
372	0.01077172221
373	0.01073422237
374	0.0107013498
375	0.01066990531
376	0.01063554384
377	0.01059619626
378	0.01056368132
379	0.01052786379
380	0.01050019508
381	0.01046771419
382	0.01042520027
383	0.01039476662
384	0.01036781316
385	0.01033616674
386	0.0103047332
387	0.01027350036
388	0.01024501543
389	0.01021409521
390	0.01018237703
391	0.01014665134
392	0.01011431947
393	0.01009169343
394	0.01006877057
395	0.01003696116
396	0.01000396269
397	0.009972678155
398	0.009940091445
399	0.009910758661
400	0.00987354225
401	0.009847415345
402	0.009814139532
403	0.009784058649
404	0.009751252982
405	0.009723330031
406	0.009695456952
407	0.009666146064
408	0.009642616827
409	0.009616804366
410	0.0095906878
411	0.009561395159
412	0.009531995472
413	0.009502802576
414	0.009473962443
415	0.009447665239
416	0.009417128806
417	0.009386800382
418	0.009366407686
419	0.009343152752
420	0.009316122045
421	0.009288489819
422	0.009261676852
423	0.009232403064
424	0.009203381684
425	0.009177211596
426	0.009150474655
427	0.009123903148
428	0.009100626926
429	0.009078796421
430	0.00905790256
