iter	MultiClass
158	0.3835338202
159	0.3808087235
160	0.3795849089
161	0.3778378787
162	0.3759324742
163	0.374138392
164	0.3720358358
165	0.370771456
166	0.3695756895
167	0.3684207301
168	0.3670467923
169	0.3658565909
170	0.3637595646
171	0.3614947405
172	0.3603371413
173	0.3580759997
174	0.3571742777
175	0.3555711471
176	0.3540117515
177	0.351978886
178	0.3503561911
179	0.3490799227
180	0.3470032388
181	0.345346756
182	0.3441728414
183	0.3422634053
184	0.3405326361
185	0.3381636492
186	0.3359734257
187	0.3347613104
188	0.3334773988
189	0.332184419
190	0.3306755753
191	0.3291158279
192	0.3275962979
193	0.3267818754
194	0.3252529971
195	0.3243105914
196	0.3231024993
197	0.3222488334
198	0.3210742971
199	0.3197531015
200	0.3182309145
201	0.3162900735
202	0.3148329144
203	0.3126570886
204	0.3114304844
205	0.3100525335
206	0.3084567099
207	0.3067240194
208	0.3056146521
209	0.303842014
210	0.3027269324
211	0.3017488355
212	0.3010754914
213	0.3002529218
214	0.2985788762
215	0.2978521116
216	0.2968706117
217	0.2955647338
218	0.2951362974
219	0.2941810709
220	0.2931280601
221	0.2921707557
222	0.2906289287
223	0.2895427959
224	0.2878514339
225	0.2867225194
226	0.2851982157
227	0.2839734697
228	0.2825042074
229	0.2811202742
230	0.280171309
231	0.2785249678
232	0.2774972539
233	0.2769829677
234	0.2761405034
235	0.2751908277
236	0.2742724602
237	0.2730240062
238	0.2723341321
239	0.2714105327
240	0.2709639008
241	0.2696739195
242	0.269085739
243	0.2681104125
244	0.2665654454
245	0.2656067658
246	0.264830596
247	0.2642786486
248	0.2631455333
249	0.2618389376
250	0.2604292028
251	0.2587728592
252	0.2572676139
253	0.2564885162
254	0.2555340714
255	0.2550217995
256	0.2533497925
257	0.2525922079
258	0.2506734422
259	0.2499437982
260	0.2491239697
261	0.2480116912
262	0.2474068363
263	0.2467765729
264	0.2455053662
265	0.2444078347
266	0.2430719182
267	0.2418489274
268	0.2410942146
269	0.2403982759
270	0.239583234
271	0.238906649
272	0.2379596498
273	0.2377128291
274	0.2369785068
275	0.2362159229
276	0.2352099814
277	0.2342725301
278	0.2333818773
279	0.2329448375
280	0.2324546535
281	0.2312629796
282	0.230643752
283	0.2296794638
284	0.2286291571
285	0.22761072
286	0.2267968525
287	0.2261874869
288	0.2252216117
289	0.2243396886
290	0.2236060631
291	0.2228111445
292	0.2224341526
293	0.2217871967
294	0.2209366812
295	0.2198643259
296	0.2188274601
297	0.2181481343
298	0.2171320467
299	0.2163651477
300	0.215520485
301	0.2146548563
302	0.2132946043
303	0.212567879
304	0.2115397029
305	0.2109370743
306	0.2102027745
307	0.2096930563
308	0.2092988049
309	0.2088939396
310	0.2081302029
311	0.2074420151
312	0.206759488
313	0.2060218918
314	0.2049636639
315	0.20410061
316	0.2035340606
317	0.2027970611
318	0.2017957691
319	0.2012932934
320	0.2004489364
321	0.1999935979
322	0.1996263283
323	0.1990390453
324	0.1978767638
325	0.197418075
326	0.1970212677
327	0.1966570315
328	0.1962124149
329	0.1953730303
330	0.1944681319
331	0.1938336643
332	0.192998632
333	0.1923605173
334	0.1917234522
335	0.1909445612
336	0.1906450481
337	0.1899557134
338	0.1890518906
339	0.1886541559
340	0.188052468
341	0.18712461
342	0.1864064403
343	0.1858223053
344	0.1849836902
345	0.1846290188
346	0.1841837443
347	0.1834521271
348	0.1828595785
349	0.182386457
350	0.1815462309
351	0.1810284024
352	0.1804335742
353	0.1794589769
354	0.1790399613
355	0.1786423824
356	0.1780725274
357	0.1775720614
358	0.177248176
359	0.176709403
360	0.1762833519
361	0.175696344
362	0.1750479914
363	0.1746003852
364	0.1741606793
365	0.1736540472
366	0.1728412239
367	0.172209875
368	0.1715622658
369	0.1709170392
370	0.1705749061
371	0.1699692882
372	0.1694479334
373	0.1689552111
374	0.1682848631
375	0.1678813437
376	0.1673491534
377	0.1671081069
378	0.1667495236
379	0.1661832779
380	0.165673962
381	0.1651641966
382	0.1644966636
383	0.1640011228
384	0.163733218
385	0.1633362226
386	0.1628758132
387	0.1624257252
388	0.1617301945
389	0.1612341024
390	0.1604493436
391	0.1599708645
392	0.1594221544
393	0.15904293
394	0.1585665628
395	0.1581227276
396	0.1578284067
397	0.1571590508
398	0.1566060716
399	0.1561948944
400	0.1556888204
401	0.1550553619
402	0.1542934769
403	0.1541051571
404	0.1536284839
405	0.1530981871
406	0.152320676
407	0.1521828916
408	0.1517128247
409	0.1513214347
410	0.1510245285
411	0.150239334
412	0.1497487277
413	0.1493342846
414	0.1490472458
415	0.148844262
416	0.1486372361
417	0.1480163283
418	0.1476815293
419	0.1473923941
420	0.1470941185
421	0.1466870408
422	0.1463383157
423	0.1457821579
424	0.1454376339
425	0.1450493698
426	0.1448459811
427	0.1442031243
428	0.1437793078
429	0.1436059375
430	0.1433628059
431	0.1430142699
432	0.1427869922
433	0.142279448
434	0.1420970005
435	0.1416721252
436	0.1412612804
437	0.1409036982
438	0.1407222497
439	0.1402526502
440	0.1398340371
441	0.1394872355
442	0.139157131
443	0.1387916158
444	0.1385518593
445	0.1382039024
446	0.1379329323
447	0.1373262064
448	0.1368606346
449	0.1365981661
450	0.1363942585
451	0.1361528892
452	0.1359353255
453	0.135755104
454	0.135508934
455	0.1352301267
456	0.1348452724
457	0.134384383
458	0.1341881451
459	0.1339244573
460	0.1336192344
461	0.1333008971
462	0.1330917085
463	0.1328543605
464	0.1324372376
465	0.1321098322
466	0.1318553841
467	0.1313846166
468	0.1309536613
469	0.1307931116
470	0.1303879039
471	0.1300947816
472	0.129806223
473	0.1293952235
474	0.1290239211
475	0.1288061717
476	0.1286699344
477	0.1281980655
478	0.1277345937
479	0.1275097865
480	0.1272390025
481	0.1268464999
482	0.1264455926
483	0.1261224302
484	0.1257418517
485	0.1252220373
486	0.1250697857
487	0.1246959856
488	0.1243667016
489	0.1239031304
490	0.1236276949
491	0.1233139845
492	0.1231797705
493	0.1229851795
494	0.1226667429
495	0.1224482536
496	0.1221386762
497	0.1219117373
498	0.121747839
499	0.1214438795
500	0.1212785721
501	0.121077378
502	0.1208277033
503	0.1206139394
504	0.120497095
505	0.1199111778
506	0.1196924922
507	0.1194655641
508	0.1193388841
509	0.1190410704
510	0.1187359078
511	0.1185123492
512	0.1182610345
513	0.1180212804
514	0.1177371386
515	0.1173104581
516	0.116906308
517	0.1166746289
518	0.1162653115
519	0.1159653103
520	0.1155507993
521	0.1153099097
522	0.1150494539
523	0.1148072761
524	0.1144213341
525	0.1141049441
526	0.1138960986
527	0.1135616582
528	0.1132173387
529	0.1129424831
530	0.1127895184
531	0.1124480016
532	0.1122822794
533	0.1121038045
534	0.1119223173
535	0.1113140211
536	0.1110578655
537	0.1108736142
538	0.1105772044
539	0.1103405878
540	0.1100459913
541	0.1097094781
542	0.1094963582
543	0.1092771105
544	0.1091298597
545	0.1086873087
546	0.1084293478
547	0.1081608765
548	0.107801482
549	0.1076384974
550	0.1074293239
551	0.1071125558
552	0.1068606635
553	0.1065853739
554	0.1063260213
555	0.1060608509
556	0.1059355918
557	0.1055686122
558	0.1052796192
559	0.1050620486
560	0.1046979383
561	0.1044896274
562	0.1043101228
563	0.1040337153
564	0.1037553387
565	0.1035774339
566	0.1034201479
567	0.1033365612
568	0.1029772286
569	0.1027273265
570	0.1024554816
571	0.1022985882
572	0.1021303698
573	0.1017524032
574	0.1015907808
575	0.101392998
576	0.1012649748
577	0.1010485593
578	0.1007019341
579	0.1005062593
580	0.1002399806
581	0.1000893709
582	0.09996293696
583	0.0996596252
584	0.09948531909
585	0.09929133479
586	0.09917351825
587	0.09900391287
588	0.09886816199
589	0.09864281409
590	0.09847572145
591	0.09837865548
592	0.09824258592
593	0.09797308954
594	0.09782026152
595	0.0975289858
596	0.09743530259
597	0.0970938397
598	0.09685739176
599	0.0966665695
600	0.09647125455
601	0.09619722101
602	0.09601066943
603	0.0956065451
604	0.0953842774
605	0.09522012666
606	0.09512733641
607	0.09495987084
608	0.09467897758
609	0.09450979073
610	0.09432509564
611	0.09408609404
612	0.09387436328
613	0.09370032917
614	0.09338036205
615	0.09315421341
616	0.09296896719
617	0.09288003986
618	0.09280400463
619	0.09269554133
620	0.09251347461
621	0.09234859072
622	0.09216636911
623	0.09193376099
624	0.09165376329
625	0.0914168703
626	0.09115930995
627	0.09089441421
628	0.09070410092
629	0.09047768549
630	0.09037234424
631	0.09006888968
632	0.08982485184
633	0.08959392049
634	0.08934414888
635	0.08904539926
636	0.08879527163
637	0.08865873909
638	0.08849985935
639	0.08836866787
640	0.08810111574
641	0.08789883843
642	0.08773273227
643	0.08761533567
644	0.08751270051
645	0.08744054529
646	0.08734031616
647	0.08718015174
648	0.08695696636
649	0.08672505609
650	0.08657144166
651	0.08641624206
652	0.08623797456
653	0.08608185528
654	0.08589632992
655	0.08570910868
656	0.08560074978
657	0.08539284099
658	0.08520362272
659	0.08502425735
660	0.08485125209
661	0.08469781509
662	0.08458194899
663	0.08436345744
664	0.08412772963
665	0.08392061802
666	0.08380982922
667	0.08361023345
668	0.08346178148
669	0.08314018193
670	0.08304401507
671	0.08284613432
672	0.08270441391
673	0.08255038915
674	0.08251515705
675	0.08230856237
676	0.08219985881
677	0.08207735162
678	0.0818525998
679	0.08171714847
680	0.08156885761
681	0.08149771506
682	0.0813223279
683	0.08121715379
684	0.08107964034
685	0.08087592356
686	0.08071012458
687	0.08055841447
688	0.08036300514
689	0.08016305063
690	0.08004522626
691	0.07986531296
692	0.07972533836
693	0.07959694692
694	0.07948245579
695	0.07937725048
696	0.0792420232
697	0.07899407946
698	0.07881048232
699	0.07863818499
700	0.07850672304
701	0.07846719692
702	0.07837844074
703	0.07824965891
704	0.07802469882
705	0.07797490192
706	0.07774584998
707	0.07761786656
708	0.07737534758
709	0.07720577142
710	0.07704889279
711	0.0768582149
712	0.07675600018
713	0.07656014171
714	0.07634311655
715	0.07613740307
716	0.07597598404
717	0.07588256341
718	0.07577094996
719	0.07564315038
720	0.07546911396
721	0.07538619665
722	0.07523828745
723	0.07515224394
724	0.0749339691
725	0.07477962771
726	0.07459778008
727	0.07452856024
728	0.07437477309
729	0.07421322968
730	0.0740608031
731	0.07382395863
732	0.07369741447
733	0.07355788165
734	0.07350533835
735	0.07333347638
736	0.07317985354
737	0.07290810978
738	0.07282376363
739	0.07270753702
740	0.07251783574
741	0.07243399
742	0.07232820447
743	0.07221961592
744	0.07204403993
745	0.07194718914
746	0.071814943
747	0.07168116449
748	0.07156447147
749	0.07141261132
750	0.07134334311
751	0.07115475162
752	0.07106703008
753	0.07100691941
754	0.07076456088
755	0.07070073841
756	0.07054559768
757	0.07035391789
758	0.07023584665
759	0.07013994579
760	0.07000440556
761	0.06993817397
762	0.06982939423
763	0.06973443967
764	0.06960257285
765	0.06950424265
766	0.06931941265
767	0.06916236614
768	0.06907058965
769	0.06898506557
770	0.06881031694
771	0.0687011082
772	0.06851443913
773	0.06838934259
774	0.06819807887
775	0.06807222825
776	0.06798743239
777	0.06785502501
778	0.06775153318
779	0.06763202769
780	0.0675054432
781	0.06738178255
782	0.06732921579
783	0.06714333355
784	0.06706541049
785	0.06693866734
786	0.06673052757
787	0.06654765609
788	0.06640366257
789	0.06633845264
790	0.06619483491
791	0.06608962467
792	0.06600770902
793	0.06584089626
794	0.06568610635
795	0.0655173109
796	0.06530691388
797	0.06511349758
798	0.06495609228
799	0.0648584978
800	0.06479339648
801	0.06469508956
802	0.06464453945
803	0.06450403402
804	0.06442993904
805	0.06434747113
806	0.06429674055
807	0.06421802801
808	0.0640651759
809	0.06386630603
810	0.06377167727
811	0.06361314955
812	0.06347912487
813	0.0633736744
814	0.06331863174
815	0.06321043593
816	0.06312575849
817	0.06300364469
818	0.06286188435
819	0.06274143547
820	0.06265803116
821	0.06258114141
822	0.06247547782
823	0.06235946762
824	0.06222833168
825	0.06212061237
826	0.06201662214
827	0.06192602691
828	0.0618560667
829	0.06171481552
830	0.0616379176
831	0.06154422241
832	0.06136383527
833	0.06128025564
834	0.06115678704
835	0.06101885459
836	0.06094789014
837	0.0608351422
838	0.06065519255
839	0.06054316337
840	0.06037189068
841	0.06021764422
842	0.06009780952
843	0.05999288412
844	0.05992660072
845	0.05985715556
846	0.05971667869
847	0.05960161672
848	0.05949878554
849	0.05931514458
850	0.05927593457
851	0.05918641136
852	0.0590676082
853	0.05893208032
854	0.05887396167
855	0.05875507438
856	0.05869878408
857	0.05865105916
858	0.05861046356
859	0.05857701553
860	0.05847808429
861	0.05843658049
862	0.05833426353
863	0.0582604552
864	0.0582086575
865	0.05812621376
866	0.05803534158
867	0.05795762151
868	0.05785110388
869	0.05775966873
870	0.05769500035
871	0.05765257309
872	0.05755234491
873	0.05749564104
874	0.05734997779
875	0.05725869954
876	0.05717662396
877	0.05704994212
878	0.05695420372
879	0.05685622994
880	0.05673053595
881	0.05659850476
882	0.0565495627
883	0.05646326515
884	0.05637627133
885	0.05625979414
886	0.05620612435
887	0.05608591938
888	0.05597558669
889	0.05592752988
890	0.05579044912
891	0.05568970461
892	0.05560729009
893	0.05554181376
894	0.05548601776
895	0.05538647597
896	0.05529793848
897	0.05520901406
898	0.05506673677
899	0.05502443549
900	0.05498612023
901	0.05490088207
902	0.05479259404
903	0.05475078396
904	0.05470560449
905	0.05464386121
906	0.05451579719
907	0.05440321094
908	0.05433448219
909	0.05421024277
910	0.05410551243
911	0.05403888488
912	0.0539117223
913	0.05378643563
914	0.05368919031
915	0.05362254207
916	0.05354376719
917	0.05347437803
918	0.05344523952
919	0.0533464922
920	0.05327865448
921	0.05323560664
922	0.05311954936
923	0.05304097269
924	0.05292699105
925	0.05288772633
926	0.05279860943
927	0.05269800949
928	0.05257219033
929	0.05249690609
930	0.0524329852
931	0.05236034062
932	0.05231558106
933	0.052208807
934	0.05213513509
935	0.05206949009
936	0.05196153017
937	0.0519406664
938	0.05186520342
939	0.05179985651
940	0.05172364848
941	0.05168029606
942	0.05161466179
943	0.0515328285
944	0.05149849728
945	0.05138654647
946	0.05128645401
947	0.05122002835
948	0.05118857371
949	0.05116549487
950	0.05111910065
951	0.05101503959
952	0.05095802944
953	0.05088250845
954	0.05075084219
955	0.05066113431
956	0.05059655392
957	0.0505287981
958	0.05049692439
959	0.05043351125
960	0.05034652897
961	0.0502836609
962	0.05021202469
963	0.05016087478
964	0.0501171411
965	0.05008235163
966	0.04997104611
967	0.04991358467
968	0.04983090666
969	0.04977881937
970	0.04972036126
971	0.04967382436
972	0.04958854872
973	0.04952335906
974	0.04945622413
975	0.04938401784
976	0.04929713937
977	0.04925620442
978	0.04921127569
979	0.04912311228
980	0.04908687579
981	0.04899565672
982	0.04886257863
983	0.0487682432
984	0.04870782747
985	0.04866198186
986	0.04862813047
987	0.04858504381
988	0.04853562518
989	0.04841397586
990	0.04837026171
991	0.04827315986
992	0.04815375974
993	0.04807842927
994	0.048003845
995	0.04792423063
996	0.04776926616
997	0.04766947982
998	0.0476158789
999	0.04755297262
