iter	MultiClass
370	0.1438078134
371	0.1433821545
372	0.1430494229
373	0.1427171287
374	0.1423774988
375	0.1420703235
376	0.1418616617
377	0.1413933131
378	0.1412285907
379	0.1407379975
380	0.1403808719
381	0.1400773832
382	0.1398210455
383	0.1392825515
384	0.1389449836
385	0.1387202132
386	0.1383139371
387	0.1380901415
388	0.1376469243
389	0.1371529194
390	0.136858441
391	0.1366873201
392	0.1364330195
393	0.1359580475
394	0.135766669
395	0.1354903363
396	0.1350724254
397	0.1346686611
398	0.1343924408
399	0.1341257056
400	0.1338790781
401	0.1334802376
402	0.1330525791
403	0.1329095514
404	0.1324084983
405	0.1323101972
406	0.1320101701
407	0.1316165409
408	0.1313555543
409	0.1312163882
410	0.13094173
411	0.1306571992
412	0.1303419758
413	0.1296278245
414	0.129339907
415	0.1290783581
416	0.1287856543
417	0.128550649
418	0.127909105
419	0.1277184014
420	0.1274635009
421	0.1273012278
422	0.1268600101
423	0.1263380746
424	0.1261851743
425	0.1256597021
426	0.1255585892
427	0.1252525261
428	0.1248461874
429	0.1245527963
430	0.1242481953
431	0.1238864708
432	0.123589618
433	0.1235079379
434	0.1232374287
435	0.1228570962
436	0.1225793887
437	0.1222427206
438	0.1219601768
439	0.1216630241
440	0.12146376
441	0.1212324913
442	0.1210519477
443	0.1208841885
444	0.1206360988
445	0.1202127393
446	0.1198633117
447	0.1196831306
448	0.1193671699
449	0.1191429244
450	0.118943273
451	0.1187395725
452	0.1184758367
453	0.1181914433
454	0.117929632
455	0.1175599844
456	0.1173120697
457	0.1169726523
458	0.1166699509
459	0.1165664011
460	0.1164007038
461	0.1161765334
462	0.1158819925
463	0.1156843656
464	0.1155101829
465	0.1153626063
466	0.1151756393
467	0.1149751006
468	0.1148532802
469	0.1146965933
470	0.1144435423
471	0.1141845303
472	0.113963809
473	0.1135961984
474	0.1133609306
475	0.112925374
476	0.1127584396
477	0.112434156
478	0.1123322808
479	0.1121595353
480	0.1120288171
481	0.1115985467
482	0.1112970076
483	0.1110373332
484	0.1107048516
485	0.110172856
486	0.1099378131
487	0.1096551319
488	0.1093963573
489	0.1090960678
490	0.108815586
491	0.1086863675
492	0.1084851914
493	0.1082978245
494	0.1078912608
495	0.1076167151
496	0.1073214869
497	0.1070549767
498	0.1069536014
499	0.1066862164
500	0.1062219793
501	0.105997284
502	0.1058533065
503	0.1056308981
504	0.1054507919
505	0.1053267845
506	0.1050002139
507	0.1047596912
508	0.1045747549
509	0.1040895792
510	0.1039249005
511	0.1037184007
512	0.103184768
513	0.1029649339
514	0.1026538658
515	0.1023505334
516	0.1019773241
517	0.1017657006
518	0.1014213218
519	0.1012275315
520	0.1011379283
521	0.1009373895
522	0.1005702413
523	0.1003187275
524	0.1001234625
525	0.09977294147
526	0.09957052195
527	0.09933770357
528	0.0991788672
529	0.09899461201
530	0.09867719546
531	0.09832626205
532	0.09805529045
533	0.09794774161
534	0.09771029936
535	0.09753430466
536	0.09719932362
537	0.09695784485
538	0.09664809518
539	0.09652146348
540	0.09626693788
541	0.09580603747
542	0.09563064263
543	0.09535082943
544	0.09518700052
545	0.0951114314
546	0.09489847694
547	0.09476097913
548	0.09455085523
549	0.0943930811
550	0.09428501363
551	0.09409079837
552	0.09390208801
553	0.09369305135
554	0.09352789777
555	0.09330537063
556	0.09321234951
557	0.09304723341
558	0.09277831131
559	0.09266150222
560	0.09232509654
561	0.09221636048
562	0.09208212438
563	0.09182526809
564	0.09169233792
565	0.09152356022
566	0.09135328288
567	0.09117535115
568	0.09103081131
569	0.09062079852
570	0.09045639475
571	0.09005546101
572	0.08972180466
573	0.08948759287
574	0.08936856556
575	0.08910704167
576	0.08893006596
577	0.08874541711
578	0.08860194576
579	0.08840308787
580	0.08820853518
581	0.08800557204
582	0.08783416373
583	0.08770532631
584	0.0874594986
585	0.08733147349
586	0.08716543262
587	0.08699025022
588	0.08688730026
589	0.0867767084
590	0.0865579866
591	0.08615082312
592	0.0860135815
593	0.08584736567
594	0.08572263975
595	0.08555233117
596	0.08544994357
597	0.08530750322
598	0.08520294114
599	0.08503546313
600	0.08492739566
601	0.08471299155
602	0.08454410137
603	0.08435357271
604	0.08421979275
605	0.08384631483
606	0.08368947172
607	0.08353902081
608	0.08334347462
609	0.0831780461
610	0.08307213436
611	0.08296482296
612	0.08280096281
613	0.08243714504
614	0.08234904146
615	0.0822331259
616	0.08209675907
617	0.08185004407
618	0.08173626549
619	0.08161866284
620	0.08152394838
621	0.08135067802
622	0.08119114806
623	0.08105160075
624	0.08091024763
625	0.08076453307
626	0.08042055422
627	0.08016271068
628	0.08002700618
629	0.07981960037
630	0.07947290969
631	0.07935886242
632	0.07916641548
633	0.0790224005
634	0.07885367279
635	0.07870061626
636	0.07859186146
637	0.07849221694
638	0.07839376589
639	0.07827085828
640	0.078012946
641	0.07787984087
642	0.07779932295
643	0.07770440229
644	0.07756698571
645	0.07739930774
646	0.07722734956
647	0.0771190384
648	0.07693260874
649	0.07682321659
650	0.07669178606
651	0.07656461699
652	0.07644982615
653	0.07634298963
654	0.07621642667
655	0.07614026394
656	0.07582150396
657	0.07575057746
658	0.07558498648
659	0.07541173487
660	0.0753369718
661	0.07522224345
662	0.07511102675
663	0.07488949937
664	0.07479863397
665	0.07462568228
666	0.07449267088
667	0.07428188465
668	0.07422933493
669	0.07408605102
670	0.07401098178
671	0.07395140252
672	0.07377297091
673	0.07358555399
674	0.07343396586
675	0.07322312339
676	0.07317429776
677	0.073034538
678	0.07286469806
679	0.07260415517
680	0.07251460195
681	0.07235565935
682	0.07221981114
683	0.07215718262
684	0.07210390183
685	0.07202870137
686	0.07175141256
687	0.07165647939
688	0.07155944674
689	0.07148645824
690	0.07139404947
691	0.07128758161
692	0.07120343957
693	0.07112778922
694	0.07101316085
695	0.07091947113
696	0.07061723839
697	0.07052387359
698	0.07028805594
699	0.07018048211
700	0.0700176967
701	0.0699282372
702	0.06982304404
703	0.06971190232
704	0.06957128026
705	0.06949061238
706	0.06936539908
707	0.06926324268
708	0.06921925963
709	0.06906064195
710	0.06898377939
711	0.06882214995
712	0.06868329622
713	0.06859882302
714	0.068489912
715	0.06837850785
716	0.06832685166
717	0.0682230769
718	0.06805351813
719	0.06791082784
720	0.06783105974
721	0.0677394945
722	0.06755217756
723	0.06744307909
724	0.06738521816
725	0.06715663001
726	0.06703644674
727	0.06688598333
728	0.0668178249
729	0.066704365
730	0.06663603787
731	0.06647711402
732	0.06640470663
733	0.06627142029
734	0.06617080726
735	0.0661038173
736	0.06600835302
737	0.06586694366
738	0.06574954721
739	0.06567382813
740	0.06550878076
741	0.06533400452
742	0.06528121111
743	0.06519137046
744	0.06499509319
745	0.06485480231
746	0.0647730222
747	0.06468099458
748	0.06451788425
749	0.06441099775
750	0.06431101581
751	0.06418304068
752	0.06399141854
753	0.06385042158
754	0.06376682941
755	0.06365168241
756	0.06348608518
757	0.06338188553
758	0.06330144259
759	0.06309614877
760	0.06294271733
761	0.06287774563
762	0.06281551077
763	0.06277718884
764	0.06269543372
765	0.06265250041
766	0.06256715867
767	0.06242822995
768	0.06226568823
769	0.06221306353
770	0.06205511445
771	0.0619514959
772	0.06187507073
773	0.06175539984
774	0.06162617501
775	0.06152572444
776	0.06146816969
777	0.06139879281
778	0.06121698078
779	0.06113461956
780	0.06104050495
781	0.06089892688
782	0.06079032829
783	0.06073388577
784	0.0606634529
785	0.06057517437
786	0.06052478662
787	0.06044271908
788	0.0603717051
789	0.06030424651
790	0.06020555801
791	0.06010764432
792	0.06005261395
793	0.06000851218
794	0.05986254143
795	0.05981430316
796	0.05974724447
797	0.05966576429
798	0.05955722818
799	0.05948702026
800	0.05938786312
801	0.0592512276
802	0.05909947701
803	0.0590283818
804	0.05890525549
805	0.05874552559
806	0.05868445919
807	0.05859393745
808	0.05851987422
809	0.05841263155
810	0.05829615987
811	0.05815785601
812	0.05803008708
813	0.05796207237
814	0.05789427636
815	0.05783417223
816	0.05773271565
817	0.05759578021
818	0.05748599441
819	0.05739316698
820	0.05732993236
821	0.05724913951
822	0.05718557372
823	0.05703779091
824	0.05695204301
825	0.05689433205
826	0.05686347705
827	0.05675842135
828	0.05666554394
829	0.05656534331
830	0.05645567623
831	0.0563820004
832	0.05620154428
833	0.05614522048
834	0.05603206675
835	0.0559617401
836	0.05583145929
837	0.05573998154
838	0.05569010617
839	0.05564231154
840	0.05559503554
841	0.05554486024
842	0.05545908735
843	0.05538346199
844	0.05524933211
845	0.05520389316
846	0.05513667201
847	0.05500781585
848	0.05486835602
849	0.05475804534
850	0.05468506309
851	0.05460995636
852	0.05448884206
853	0.05444703973
854	0.05434931975
855	0.05429190871
856	0.05409330701
857	0.05392950309
858	0.05383519478
859	0.05370312065
860	0.05365209556
861	0.05355315087
862	0.05345816148
863	0.05337320089
864	0.05329312036
865	0.05323305372
866	0.05316645742
867	0.05309883636
868	0.05296168222
869	0.05286179401
870	0.05276071859
871	0.05271385499
872	0.05264365956
873	0.05259554001
874	0.05252923114
875	0.05243550394
876	0.05232160664
877	0.052228598
878	0.05211535055
879	0.05203598235
880	0.05190773229
881	0.05180066145
882	0.05173411826
883	0.05164850471
884	0.05160058824
885	0.05150231214
886	0.05143104822
887	0.05137429327
888	0.0512489925
889	0.05119013181
890	0.05110404962
891	0.05102467517
892	0.05099670385
893	0.0509521147
894	0.05088809589
895	0.05082795739
896	0.05077733845
897	0.05069352134
898	0.05058987779
899	0.05055413961
900	0.05049661922
901	0.05036776931
902	0.05025530603
903	0.05017336034
904	0.05012892739
905	0.05008424451
906	0.05002450904
907	0.04994917736
908	0.04989081343
909	0.0497656345
910	0.0496928272
911	0.04954969326
912	0.04937387977
913	0.04929015014
914	0.04922933992
915	0.04917375032
916	0.04911559884
917	0.04895739981
918	0.04888726062
919	0.04881781501
920	0.04877581272
921	0.04869456373
922	0.04864839371
923	0.04855743771
924	0.04844028182
925	0.04840761164
926	0.04830046583
927	0.04826477451
928	0.04820315199
929	0.04816115283
930	0.04806512619
931	0.04795099457
932	0.04788265181
933	0.04773431914
934	0.04769625964
935	0.0476272733
936	0.04756076135
937	0.04752200515
938	0.04749450559
939	0.04738323265
940	0.04731151884
941	0.04725011502
942	0.0471477118
943	0.04710438484
944	0.04703666693
945	0.0469872352
946	0.04693830335
947	0.04687245374
948	0.04681511456
949	0.04675917817
950	0.04664761155
951	0.04658823849
952	0.04654221843
953	0.04648721306
954	0.04637478415
955	0.04632072542
956	0.0462707657
957	0.04620521289
958	0.04615053244
959	0.04609674552
960	0.04604700762
961	0.04599262084
962	0.04593035474
963	0.04588170407
964	0.04580909048
965	0.04574806157
966	0.04572085569
967	0.04568982573
968	0.04566986809
969	0.04553642554
970	0.0454695668
971	0.045439974
972	0.04539148891
973	0.04527899752
974	0.04523958523
975	0.04518794779
976	0.04513222697
977	0.04507352249
978	0.04502587471
979	0.04497012264
980	0.04491604829
981	0.04485014869
982	0.04479107556
983	0.04472279842
984	0.04459786005
985	0.04454016158
986	0.04450322994
987	0.04445197678
988	0.04440941526
989	0.04429638649
990	0.04425137244
991	0.04418918444
992	0.04413101109
993	0.04406021581
994	0.04400426379
995	0.04393711762
996	0.04388489594
997	0.04383414579
998	0.04379366813
999	0.04375259999
